file,level,abs_comp_ratio,rel_comp_ratio,rel_comp_time
required_block_states.nbt,5,0.08673228821678876,1.0083874221559512,0.5931372549019608
required_block_states.nbt,6,0.0773341606753525,1.087092540795631,0.4583333333333333
required_block_states.nbt,7,0.07053216449269349,1.010238262466908,0.7415730337078652
required_block_states.nbt,8,0.06813783920394106,1.0040715933409299,0.8478260869565217
required_block_states.nbt,9,0.0676691587515937,0.9971097462690715,0.8974358974358975
foo.js,1,0.25561550210756706,0.8987185161878656,0.6242038216560509
foo.js,2,0.2448129884982504,0.9063256310188955,0.648854961832061
foo.js,3,0.23903708680992156,0.9210318689475007,0.5714285714285714
foo.js,4,0.23606116267323535,0.9790763656037091,0.5882352941176471
foo.js,5,0.2309662956114978,0.9960621680316073,0.46236559139784944
foo.js,6,0.22792059955315636,1.0009325499913406,0.375
foo.js,7,0.22660555050804576,0.9975894764957265,0.4423076923076923
foo.js,8,0.22560599189128927,0.9948032665181886,0.4444444444444444
foo.js,9,0.22555138777868952,0.9946090562504181,0.4838709677419355
samba,1,0.27319497926540287,0.9306220853813869,0.6143790849673203
samba,2,0.2648416672837678,0.9323840592473731,0.6170212765957447
samba,3,0.2606579531990521,0.9393771889939743,0.5433070866141733
samba,4,0.25829976303317537,0.9838516499692377,0.5378151260504201
samba,5,0.2510252054946682,0.9810575214788023,0.47959183673469385
samba,6,0.24750273067239337,0.9775338654558184,0.3950617283950617
samba,7,0.24633752036433648,0.9792870084008535,0.5263157894736842
samba,8,0.244635663507109,0.9748643530842325,0.5128205128205128
samba,9,0.2445289358708531,0.9747590541383981,0.5666666666666667
sao,1,0.753998514053611,0.9818249561200716,0.4805194805194805
sao,2,0.7474602672055934,0.9845610058232254,0.4603174603174603
sao,3,0.7448730988545967,0.9926724457940346,0.43636363636363634
sao,4,0.7439241119346757,0.9996853570974581,0.5
sao,5,0.7385940928391063,0.9969397051939579,0.391304347826087
sao,6,0.7362787136800836,1.000903905238039,0.34146341463414637
sao,7,0.7350085714947606,0.9999527248230136,0.37142857142857144
sao,8,0.7347238202611603,0.9998922824302134,0.35294117647058826
sao,9,0.7346463237995219,0.9997868167956838,0.36363636363636365
reymont,1,0.33180413091377026,0.9241905311084277,0.55
reymont,2,0.3147525909124243,0.9219045977468698,0.5614035087719298
reymont,3,0.305697487416258,0.9470460424888206,0.46153846153846156
reymont,4,0.30121399649505176,0.9705736490192188,0.5647058823529412
reymont,5,0.2906163113784671,0.9943230893215121,0.4
reymont,6,0.284096063466905,1.0089417579991382,0.29411764705882354
reymont,7,0.27800691754981965,0.9984690280306064,0.3
reymont,8,0.27453471314138306,0.9941348460847884,0.3125
reymont,9,0.2739685616946639,0.9921042350260506,0.45454545454545453
osdb,1,0.3883315202022986,0.9543575734404899,0.5630252100840336
osdb,2,0.38377446685817246,0.9630241316586233,0.6354166666666666
osdb,3,0.3817967130439542,0.9717539631086489,0.5463917525773195
osdb,4,0.37892848913370675,0.9910853604741957,0.5222222222222223
osdb,5,0.3667655064346652,0.9775245624424735,0.425
osdb,6,0.3661607879049155,0.9909475307764097,0.4142857142857143
osdb,7,0.3660864250753841,0.995568220180399,0.32432432432432434
osdb,8,0.36562091376251726,0.9952530616375965,0.328125
osdb,9,0.36562061631119913,0.9952522519483148,0.3230769230769231
