file,level,abs_comp_ratio,rel_comp_ratio,rel_comp_time
required_block_states.nbt,8,0.08687091201255347,1.2801200633667769,1.7
required_block_states.nbt,9,0.08388248474195227,1.2360142289414446,2.0454545454545454
foo.js,1,0.2577556799652961,0.906243167286166,0.6
foo.js,2,0.24659672284317546,0.912929219193082,0.6033519553072626
foo.js,3,0.240456793737515,0.9265021302459864,0.5576923076923077
foo.js,4,0.23629626371359536,0.9800514598103913,0.6
foo.js,5,0.23111797370205267,0.9967162929433004,0.4954954954954955
foo.js,6,0.2285819160279755,1.0038367771072298,0.3956043956043956
foo.js,7,0.22743978000609746,1.0012620192307693,0.44285714285714284
foo.js,8,0.22170179784040733,0.9775878328216858,1.1
foo.js,9,0.2193128679141684,0.9670991906895859,1.4285714285714286
samba,1,0.2747948293098341,0.9360718772796478,0.5952380952380952
samba,2,0.26617113447867297,0.9370644935330167,0.6137566137566137
samba,3,0.2618856912766588,0.9438017965304352,0.5459770114942529
samba,4,0.2588738059093602,0.9860381522883087,0.56
samba,5,0.25334896141883884,0.9901392319110119,0.496
samba,6,0.25146465861966827,0.9931818493404222,0.4411764705882353
samba,7,0.2503880794579384,0.9953895488959333,0.4691358024691358
samba,8,0.2474637144549763,0.9861340347743749,1.0
samba,9,0.24422981153732226,0.9735666629337177,1.2777777777777777
sao,1,0.7578609266701453,0.9868544263737448,0.48484848484848486
sao,2,0.7515981921537177,0.9900115156733036,0.5060240963855421
sao,3,0.7489169800539001,0.9980616180527531,0.4666666666666667
sao,4,0.7468893857977944,1.0036700926547375,0.5441176470588235
sao,5,0.7395950658195927,0.9982907987347108,0.4262295081967213
sao,6,0.737430680656111,1.0024698995056827,0.35185185185185186
sao,7,0.7363613122219367,1.0017930799271286,0.34
sao,8,0.7272451359249327,0.9897144733755571,0.625
sao,9,0.7244293392226967,0.9858824302134647,0.8421052631578947
reymont,1,0.33359297030632235,0.9291730743447567,0.5542857142857143
reymont,2,0.31624492508301394,0.9262756173125964,0.5510204081632653
reymont,3,0.3068786797203405,0.9507053578023166,0.46218487394957986
reymont,4,0.2994603152280555,0.9649229261234349,0.6559139784946236
reymont,5,0.2910552598215657,0.9958249202749244,0.4444444444444444
reymont,6,0.2849249200492153,1.0118853680128783,0.3275862068965517
reymont,7,0.27944945695030876,1.0036499455624304,0.3333333333333333
reymont,8,0.2663517725881903,0.9645030874839015,0.5
reymont,9,0.2590598566333122,0.9381163272944847,0.75
osdb,1,0.3894945548561704,0.9572158295241527,0.5644171779141104
osdb,2,0.3842189582778917,0.9641395158242485,0.5862068965517241
osdb,3,0.3820626345223586,0.9724307899164414,0.5317460317460317
osdb,4,0.37879969271295827,0.9907484941504809,0.5087719298245614
osdb,5,0.36655382024659905,0.9769603642157209,0.4752475247524752
osdb,6,0.36612539119805854,0.9908517360315431,0.3917525773195876
osdb,7,0.36603000847537953,0.995414795824269,0.3263157894736842
osdb,8,0.3655318766679583,0.9950106946459296,1.1304347826086956
osdb,9,0.3621845578346496,0.9858989912621031,1.8
